Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1715	28.35	103.7	Neural Network (Specific Model)	11	0.908	4341	265.58974455155857	23348062	0.64	26659	5731	36138	None
172	99.0	105.08	Gradient Boost (General Model)	11	0.89	22172	308.4924777959036	5727757	0.59	5517	513	99513	None
18	92.85	43.71	Gradient Boost (General Model)	11	0.901	42329	316.86451897616945	2387215	0.43	2266	101	261346	None
18040	13.91	0.76	Neural Network (Specific Model)	11	0.943	2798	313.50888888888886	447792	0.41	450	157	7017	None
182297	30.92	16.56	Neural Network (Specific Model)	11	0.89	3436	285.8615221987315	1817068	0.37	1892	516	25483	None
19	94.36	110.74	Neural Network (Specific Model)	11	0.9	73768	313.5733333333333	11653218	0.43	11175	466	259548	None
1948	61.98	0.16	Neural Network (Specific Model)	11	0.923	4026	327.4879016263388	2679408	0.43	2521	689	33395	None
1957	81.42	101.22	Neural Network (Specific Model)	11	0.925	4667	337.0716375648891	11563025	0.49	10595	2710	33313	None
2011	55.71	0.45	Neural Network (Specific Model)	11	0.909	6879	365.0912208504801	1754446	0.51	1458	312	32812	None
207	96.39	10.0	Gradient Boost (General Model)	11	0.878	11300	282.9522900763359	2528243	0.56	2620	351	88764	None
209769	48.12	4.99	Gradient Boost (General Model)	11	0.822	15434	190.58385650224216	772581	0.33	1115	97	127248	None
209797	58.98	13.85	Gradient Boost (General Model)	11	0.905	26833	214.63746556473828	1285681	0.42	1815	112	77497	None
209811	13.7	0.93	Neural Network (Specific Model)	11	0.811	13889	207.39268867924528	648490	0.32	848	87	121933	None
209822	13.23	0.17	Neural Network (Specific Model)	11	0.861	55574	189.75518134715026	508973	0.31	772	26	109044	None
209825	19.46	3.52	Neural Network (Specific Model)	11	0.913	12776	235.45129059117403	923933	0.45	1201	119	108055	None
209837	6.86	0.18	Neural Network (Specific Model)	11	0.794	12555	199.47303921568627	306879	0.35	408	35	102694	None
209851	65.54	4.97	Gradient Boost (General Model)	11	0.87	18169	191.5452380952381	828884	0.34	1260	99	97891	None
209855	11.3	0.54	Neural Network (Specific Model)	11	0.845	10573	216.06343906510853	456600	0.37	599	66	96586	None
209856	17.4	0.77	Neural Network (Specific Model)	11	0.887	23296	250.07142857142858	837263	0.5	994	57	95690	None
209867	13.77	0.4	Neural Network (Specific Model)	11	0.922	18310	320.58	468032	0.32	450	39	92268	None
209868	13.57	0.55	Neural Network (Specific Model)	11	0.936	19450	300.08474576271186	339337	0.31	354	36	92027	None
209882	5.42	0.05	Neural Network (Specific Model)	11	0.919	18587	257.73426573426576	359680	0.62	429	36	88182	None
209911	12.1	0.12	Neural Network (Specific Model)	11	0.874	20636	283.0834597875569	638664	0.51	659	57	79739	None
209912	13.27	0.9	Neural Network (Specific Model)	11	0.882	17369	252.21863799283153	953163	0.51	1116	104	79644	None
209916	3.94	0.01	Neural Network (Specific Model)	11	0.942	71786	387.5980392156863	251442	0.63	204	18	79445	None
209926	11.04	1.45	Neural Network (Specific Model)	11	0.888	28200	280.7358803986711	569080	0.54	602	50	78546	None
209927	19.52	6.62	Neural Network (Specific Model)	11	0.922	31532	214.94104134762634	909155	0.45	1306	83	78462	None
209941	10.38	2.29	Neural Network (Specific Model)	11	0.903	37410	231.38519637462235	505862	0.37	662	60	74533	None
209951	11.36	3.91	Neural Network (Specific Model)	11	0.895	7546	216.20781032078102	517549	0.42	717	85	72978	None
209969	10.62	0.06	Neural Network (Specific Model)	11	0.883	9377	233.55522388059703	529430	0.48	670	81	37792	None
209973	10.07	0.14	Neural Network (Specific Model)	11	0.886	61063	201.35221674876848	275141	0.44	406	16	69375	None
209984	19.52	6.36	Neural Network (Specific Model)	11	0.909	23149	202.14203612479474	808995	0.42	1218	69	67830	None
209985	13.69	0.27	Neural Network (Specific Model)	11	0.912	7511	224.33371169125994	647385	0.42	881	105	42500	None
209987	16.49	1.91	Neural Network (Specific Model)	11	0.895	27098	242.47134502923976	691924	0.46	855	47	66091	None
209995	12.7	0.75	Neural Network (Specific Model)	11	0.917	9584	208.44626168224298	580369	0.43	856	88	64803	None
210005	16.69	0.47	Neural Network (Specific Model)	11	0.915	40770	225.255291005291	555694	0.49	756	28	63583	None
210017	15.77	2.67	Neural Network (Specific Model)	11	0.867	9253	263.22551928783383	612553	0.44	674	89	52239	None
210042	5.81	0.46	Neural Network (Specific Model)	11	0.739	10277	159.11180124223603	310817	0.4	483	41	60570	None
210076	8.05	0.3	Neural Network (Specific Model)	11	0.964	13825	407.30272108843536	372276	0.35	294	44	35972	None
210090	4.94	0.08	Neural Network (Specific Model)	11	0.869	18865	180.95764705882354	264155	0.39	425	25	56951	None
210111	10.25	0.4	Neural Network (Specific Model)	11	0.921	9830	194.83333333333334	375170	0.38	594	46	55314	None
210145	9.62	0.19	Neural Network (Specific Model)	11	0.916	16176	214.4455958549223	404812	0.39	579	49	53705	None
210171	10.26	0.8	Neural Network (Specific Model)	11	0.9	9633	211.9109243697479	418485	0.46	595	70	52733	None
210173	17.49	4.05	Neural Network (Specific Model)	11	0.927	18650	218.95907335907336	912563	0.48	1295	87	52557	None
210176	12.87	1.09	Neural Network (Specific Model)	11	0.947	5101	247.84518167456557	495046	0.44	633	108	21576	None
210180	9.86	0.03	Neural Network (Specific Model)	11	0.924	8898	214.9049773755656	306888	0.49	442	39	52154	None
210187	7.31	0.14	Neural Network (Specific Model)	11	0.914	50573	214.06496519721577	301654	0.39	431	15	73661	None
210195	7.77	0.21	Neural Network (Specific Model)	11	0.932	4897	211.1078431372549	414621	0.48	612	97	13377	None
210222	7.7	0.51	Neural Network (Specific Model)	11	0.92	10652	311.4940119760479	337922	0.36	334	50	49085	None
210224	3.73	0.03	Neural Network (Specific Model)	11	0.937	32756	308.48571428571427	275583	0.5	280	16	45506	None
210225	10.76	2.1	Neural Network (Specific Model)	11	0.915	17341	257.9096385542169	279399	0.42	332	26	48857	None
210232	7.97	0.32	Neural Network (Specific Model)	11	0.893	6234	208.99074074074073	377555	0.35	540	70	48235	None
210278	21.69	0.98	Neural Network (Specific Model)	11	0.93	9292	278.44412191582	616920	0.35	689	85	46247	None
210285	13.44	3.85	Neural Network (Specific Model)	11	0.898	9110	169.6565566458519	631195	0.41	1121	105	39885	None
210297	9.22	0.15	Neural Network (Specific Model)	11	0.916	6847	249.19073569482288	298423	0.39	367	54	35901	None
210372	19.22	0.03	Neural Network (Specific Model)	11	0.898	11709	315.84087968952133	813983	0.46	773	105	43092	None
210385	8.69	0.9	Neural Network (Specific Model)	11	0.864	7428	269.61990950226243	412758	0.49	442	74	42774	None
210425	0.0	2.95	Neural Network (Specific Model)	11	0.889	30795	295.15106732348113	605465	0.53	609	37	41682	None
210437	6.82	1.48	Neural Network (Specific Model)	11	0.891	12881	286.7269938650307	627276	0.52	652	76	41229	None
210443	9.24	0.21	Neural Network (Specific Model)	11	0.677	6582	126.07260273972602	405275	0.32	730	71	41118	None
210467	10.61	0.09	Neural Network (Specific Model)	11	0.922	12946	225.71809523809523	382875	0.53	525	52	37153	None
210518	5.88	0.54	Neural Network (Specific Model)	11	0.883	5803	231.34241245136187	402282	0.37	514	80	23696	None
210525	25.26	2.71	Neural Network (Specific Model)	11	0.805	8051	140.99724517906336	570623	0.4	1089	90	39328	None
210539	82.76	87.52	Gradient Boost (General Model)	11	0.926	5722	301.2479463537301	5813302	0.42	5965	1166	38992	None
210577	9.0	0.32	Neural Network (Specific Model)	11	0.882	7018	207.98471615720524	321748	0.45	458	54	38507	None
210609	6.17	0.46	Neural Network (Specific Model)	11	0.865	19259	294.8261904761905	427310	0.5	420	39	37745	None
210610	6.06	0.02	Neural Network (Specific Model)	11	0.85	23890	223.45530726256985	281615	0.39	358	28	37744	None
210737	13.35	0.45	Neural Network (Specific Model)	11	0.916	2604	273.26053042121686	572047	0.6	641	210	7542	None
210782	12.7	1.95	Neural Network (Specific Model)	11	0.956	5598	265.81732283464567	527815	0.37	635	110	35123	None
210815	17.62	0.85	Neural Network (Specific Model)	11	0.869	7596	219.04927536231884	519957	0.31	690	93	34425	None
210824	7.89	0.51	Neural Network (Specific Model)	11	0.888	10232	247.22374429223746	364043	0.45	438	49	34257	None
210883	11.15	1.4	Neural Network (Specific Model)	11	0.913	7247	292.05942275042446	563309	0.41	589	93	33407	None
210884	10.01	1.44	Neural Network (Specific Model)	11	0.843	7069	172.88305489260142	257083	0.38	419	44	33382	None
210982	7.18	0.42	Neural Network (Specific Model)	11	0.878	4835	235.14114114114113	266883	0.35	333	61	16602	None
211005	8.54	0.28	Neural Network (Specific Model)	11	0.873	6590	269.3542319749216	294722	0.42	319	55	31800	None
211018	12.3	4.57	Neural Network (Specific Model)	11	0.826	8592	219.69653767820773	780067	0.46	982	122	31634	None
211076	73.82	19.83	Gradient Boost (General Model)	11	0.875	5743	217.37866666666667	1948223	0.35	2625	394	30564	None
211082	7.64	0.0	Neural Network (Specific Model)	11	0.923	3633	240.73363431151242	345922	0.63	443	91	30486	None
211087	9.22	0.36	Neural Network (Specific Model)	11	0.945	4331	276.6432989690722	424431	0.4	485	100	30442	None
211104	4.3	0.1	Neural Network (Specific Model)	11	0.946	12736	270.43230403800476	359672	0.5	421	48	48930	None
211196	10.01	0.02	Neural Network (Specific Model)	11	0.865	4733	237.87089715536106	375785	0.42	457	86	22642	None
211240	15.7	0.61	Neural Network (Specific Model)	11	0.95	6622	260.5171673819743	381049	0.34	466	66	28596	None
211325	35.14	5.16	Neural Network (Specific Model)	11	0.9	3045	254.56	1058733	0.55	1250	338	18220	None
211474	22.68	11.62	Neural Network (Specific Model)	11	0.883	7340	307.9507494646681	487682	0.58	467	78	25965	None
211481	9.31	2.46	Neural Network (Specific Model)	11	0.704	9646	149.7534965034965	364082	0.34	572	56	25902	None
211484	21.23	19.97	Neural Network (Specific Model)	11	0.863	4038	248.13622448979592	1685315	0.39	1960	440	18056	None
211670	8.01	0.56	Neural Network (Specific Model)	11	0.865	13264	315.31617647058823	296733	0.46	272	37	24338	None
211844	6.21	0.06	Neural Network (Specific Model)	11	0.901	5729	210.14814814814815	319395	0.41	459	66	22964	None
211910	8.53	0.0	Neural Network (Specific Model)	11	0.887	6385	259.48477157360406	344330	0.42	394	64	21972	None
211965	9.86	0.22	Neural Network (Specific Model)	11	0.921	4916	316.2642487046632	396701	0.36	386	90	22103	None
211972	6.68	0.69	Neural Network (Specific Model)	11	0.853	5336	311.2020905923345	313832	0.48	287	68	22032	None
212	16.13	1.32	Neural Network (Specific Model)	11	0.909	68363	187.85915492957747	437707	0.32	710	36	87781	None
212008	2.92	0.61	Neural Network (Specific Model)	11	0.924	5824	199.7279569892473	602288	0.51	930	126	21827	None
212032	10.46	0.6	Neural Network (Specific Model)	11	0.936	7760	235.2830626450116	322773	0.29	431	52	21672	None
212150	13.48	0.35	Neural Network (Specific Model)	11	0.867	3112	317.54857142857145	575854	0.54	525	181	21000	None
212180	7.31	0.07	Neural Network (Specific Model)	11	0.824	5504	174.4433962264151	268433	0.35	424	58	20820	None
212270	6.71	0.76	Neural Network (Specific Model)	11	0.874	4323	289.39325842696627	264617	0.55	267	67	20313	None
21244	23.73	8.48	Neural Network (Specific Model)	11	0.932	4208	323.5838150289017	719320	0.39	692	178	22023	None
212440	5.9	0.08	Neural Network (Specific Model)	11	0.833	8572	290.21666666666664	250529	0.52	240	39	19472	None
212693	23.12	1.14	Neural Network (Specific Model)	11	0.907	6295	285.00804828973844	467866	0.6	497	87	18265	None
212960	11.33	1.31	Neural Network (Specific Model)	11	0.897	5496	238.4848484848485	288679	0.45	363	58	17341	None
213172	13.17	0.64	Neural Network (Specific Model)	11	0.882	4759	213.27924528301887	383601	0.45	530	90	16636	None
213330	6.18	1.0	Neural Network (Specific Model)	11	0.837	3970	234.7456647398844	435405	0.43	519	115	25860	None
213988	14.46	3.22	Neural Network (Specific Model)	11	0.918	7156	327.85135135135135	316330	0.54	296	50	14561	None
214087	6.35	0.57	Neural Network (Specific Model)	11	0.869	4633	275.77557755775575	287645	0.33	303	70	14358	None
214232	10.09	0.99	Neural Network (Specific Model)	11	0.911	3847	298.9457831325301	326420	0.57	332	86	13828	None
214664	13.6	0.09	Neural Network (Specific Model)	11	0.926	2994	301.7216494845361	283953	0.43	291	90	10665	None
215167	9.74	0.0	Neural Network (Specific Model)	11	0.872	7169	274.3040293040293	257398	0.62	273	47	12500	None
215349	5.09	0.02	Neural Network (Specific Model)	11	0.982	3965	241.5759162303665	279459	0.44	382	74	12240	None
215538	8.95	0.11	Neural Network (Specific Model)	11	0.932	3641	285.7845036319613	379207	0.45	413	105	11970	None
215685	8.99	0.27	Neural Network (Specific Model)	11	0.859	3080	244.9208211143695	290709	0.54	341	95	11772	None
216461	17.97	0.57	Neural Network (Specific Model)	11	0.924	3319	275.43220338983053	421107	0.54	472	126	10787	None
216603	8.2	5.73	Neural Network (Specific Model)	11	0.88	3433	306.780316344464	593822	0.53	569	168	10638	None
218422	5.87	0.02	Neural Network (Specific Model)	11	0.957	4359	361.26724137931035	262443	0.41	232	69	9004	None
2189	90.49	34.43	Neural Network (Specific Model)	11	0.914	4615	283.46135410425404	3101947	0.43	3338	734	30948	None
220194	8.33	0.06	Neural Network (Specific Model)	11	0.927	2466	281.8521126760563	258593	0.43	284	97	7906	None
2219	6.13	0.07	Neural Network (Specific Model)	11	0.971	10113	273.8472906403941	342496	0.39	406	49	30594	None
223036	15.61	0.07	Neural Network (Specific Model)	11	0.952	2985	314.13227513227514	373460	0.56	378	126	6713	None
223679	17.13	5.06	Neural Network (Specific Model)	11	0.932	2552	276.5369261477046	445032	0.63	501	173	6486	None
227862	8.61	0.01	Neural Network (Specific Model)	11	0.962	2509	408.003717472119	341921	0.51	269	131	5369	None
2286	9.82	0.08	Neural Network (Specific Model)	11	0.945	10957	323.05555555555554	257122	0.4	252	35	29690	None
2317	9.09	95.48	Neural Network (Specific Model)	11	0.868	5840	299.0914796798996	13155917	0.64	12746	2592	41154	None
233	97.83	104.47	Gradient Boost (General Model)	11	0.924	6719	298.532816372212	12094269	0.36	12509	2245	81721	None
233027	8.07	0.0	Neural Network (Specific Model)	11	0.903	2552	275.58966565349544	300840	0.51	329	114	9943	None
235	4.1	104.84	Neural Network (Specific Model)	11	0.918	6311	304.48037982643694	15808006	0.42	15902	2999	80951	None
23891	17.49	9.46	Neural Network (Specific Model)	11	0.856	4339	254.46278481012658	1757002	0.51	1975	445	18054	None
2395	100.0	106.27	Gradient Boost (General Model)	11	0.875	10765	277.3547037539575	8399293	0.59	8844	1324	117457	None
2531	20.39	1.59	Neural Network (Specific Model)	11	0.895	11471	248.71186440677965	539695	0.33	649	71	27404	None
2556	98.65	3.69	Gradient Boost (General Model)	11	0.896	7249	296.70300230946884	2147080	0.42	2165	360	27202	None
2619	4.22	0.08	Neural Network (Specific Model)	11	0.897	17380	220.62198391420912	273619	0.56	373	20	26664	None
26820	12.88	0.02	Neural Network (Specific Model)	11	0.9	2878	271.63235294117646	307497	0.59	340	104	7271	None
27	99.8	1.1	Neural Network (Specific Model)	11	0.91	164324	363.11513157894734	1088527	0.42	912	14	233337	None
2747	8.95	0.01	Neural Network (Specific Model)	11	0.933	3506	304.520987654321	396006	0.57	405	109	25534	None
2868	83.57	55.17	Gradient Boost (General Model)	11	0.915	3996	297.1443436499466	3643347	0.35	3748	953	24619	None
29668	11.77	0.09	Neural Network (Specific Model)	11	0.933	2596	270.65356265356263	353350	0.43	407	135	6856	None
297	90.77	0.62	Gradient Boost (General Model)	11	0.887	53454	315.74147727272725	2251840	0.51	2112	70	208432	None
29831	7.27	0.6	Neural Network (Specific Model)	11	0.596	4532	134.42469879518072	447009	0.35	664	106	19992	None
3	100.0	46.22	Neural Network (Specific Model)	11	0.909	486466	357.47707736389685	1642780	0.42	1396	17	557804	None
300	98.73	61.33	Gradient Boost (General Model)	11	0.912	23851	321.53920990566036	3581604	0.42	3392	262	198427	None
30945	14.53	0.97	Neural Network (Specific Model)	11	0.913	2478	285.2738853503185	441114	0.55	471	173	4954	None
3119	47.43	0.0	Neural Network (Specific Model)	11	0.904	3622	267.4095701540957	1091396	0.55	1233	311	22742	None
3143	8.18	4.02	Neural Network (Specific Model)	11	0.904	7615	280.58226037195993	648941	0.51	699	114	22629	None
318	88.24	101.62	Neural Network (Specific Model)	11	0.894	13087	343.36016757246375	10155962	0.44	8832	1113	175150	None
3194	31.59	0.05	Neural Network (Specific Model)	11	0.922	6097	383.8061889250814	766264	0.52	614	150	21577	None
320	96.75	101.92	Gradient Boost (General Model)	11	0.891	9434	288.63491411756655	14173403	0.6	14613	2187	145735	Low confidence prediction - substantial (36%) disagreement between completeness prediction models
3254	13.73	1.93	Neural Network (Specific Model)	11	0.888	10586	208.98330241187384	379500	0.32	539	65	35038	None
327	95.89	101.8	Neural Network (Specific Model)	11	0.908	11601	306.04844006568146	6146023	0.35	6090	928	131248	None
3374	95.89	71.05	Gradient Boost (General Model)	11	0.884	13048	296.0300823912627	5235051	0.56	5219	631	120335	None
3379	53.99	29.61	Gradient Boost (General Model)	11	0.901	6868	255.96703296703296	1312667	0.36	1547	215	113522	None
34	100.0	92.01	Gradient Boost (General Model)	11	0.893	34935	310.71435734581314	6231889	0.49	5983	481	223067	None
341	62.64	14.32	Gradient Boost (General Model)	11	0.652	10332	134.80591000671592	1834089	0.34	2978	270	120678	None
3436	11.83	0.44	Neural Network (Specific Model)	11	0.886	5849	189.01825557809332	314404	0.32	493	58	72512	None
3440	4.63	0.01	Neural Network (Specific Model)	11	0.933	33976	223.73543689320388	295580	0.6	412	12	70496	None
3443	92.54	1.31	Gradient Boost (General Model)	11	0.874	21131	321.2453095684803	2347030	0.56	2132	166	69783	None
3471	17.7	0.01	Neural Network (Specific Model)	11	0.876	31819	273.61528150134046	697883	0.6	746	44	83079	None
3505	100.0	93.68	Gradient Boost (General Model)	11	0.912	4506	275.12618992338054	7781856	0.53	8614	1853	54226	None
355	96.64	82.38	Gradient Boost (General Model)	11	0.893	16838	301.3799956322341	4627515	0.51	4579	502	165401	None
3571	5.98	0.09	Neural Network (Specific Model)	11	0.932	4588	172.63779527559055	351230	0.51	635	81	44524	None
3639	25.81	0.94	Neural Network (Specific Model)	11	0.9	3146	276.6694129763131	893826	0.58	971	283	8910	None
3674	32.14	6.98	Neural Network (Specific Model)	11	0.895	18495	286.63695299837923	1182366	0.51	1234	147	180682	None
370	97.91	111.41	Gradient Boost (General Model)	11	0.939	6019	332.71352074966535	7924312	0.43	7470	1401	259958	None
3705	8.85	0.55	Neural Network (Specific Model)	11	0.878	13062	257.56953642384104	265071	0.41	302	37	88213	None
3716	84.34	40.89	Gradient Boost (General Model)	11	0.885	11133	297.4100769769069	2876323	0.57	2858	354	89284	None
3765	91.93	84.09	Neural Network (Specific Model)	11	0.855	8887	293.5022573363431	8193667	0.56	7974	1257	57763	None
377	100.0	104.15	Gradient Boost (General Model)	11	0.926	9357	340.52878098996314	12846260	0.48	11657	1992	149551	Low confidence prediction - substantial (36%) disagreement between completeness prediction models
3793	88.21	30.96	Neural Network (Specific Model)	11	0.885	7230	290.7304591657904	2808933	0.6	2853	500	51287	None
3875	95.75	75.23	Gradient Boost (General Model)	11	0.892	7605	296.8798477709315	5495994	0.48	5518	886	39661	None
3913	12.77	1.65	Neural Network (Specific Model)	11	0.947	7619	309.63726884779516	686491	0.47	703	114	37316	None
3955	89.84	6.83	Gradient Boost (General Model)	11	0.878	7531	312.3719311102968	2909803	0.58	2729	528	35657	None
3960	55.21	0.28	Neural Network (Specific Model)	11	0.925	10025	325.1939655172414	1466067	0.49	1392	188	25980	None
39871	6.12	0.62	Neural Network (Specific Model)	11	0.882	3087	193.6882494004796	272808	0.44	417	88	8469	None
3991	12.25	0.25	Neural Network (Specific Model)	11	0.719	13852	135.60148148148147	380855	0.32	675	43	34884	None
40700	16.73	4.14	Neural Network (Specific Model)	11	0.941	4185	299.72169811320754	404655	0.32	424	97	14639	None
4150	6.52	0.1	Neural Network (Specific Model)	11	0.927	6734	199.89208633093526	357241	0.57	556	65	30669	None
427	83.23	0.01	Neural Network (Specific Model)	11	0.899	23607	383.86311021640665	2543209	0.54	1987	160	74686	None
444	5.3	0.04	Neural Network (Specific Model)	11	0.894	47737	241.84455958549222	312240	0.48	386	16	71518	None
4492	8.3	1.65	Neural Network (Specific Model)	11	0.922	8968	223.17443408788282	540293	0.52	751	92	23642	None
4590	95.64	91.66	Gradient Boost (General Model)	11	0.889	4044	274.2046398541181	9117308	0.57	9871	2356	21898	None
4680	38.45	5.81	Neural Network (Specific Model)	11	0.938	2986	300.74614760746147	1183039	0.46	1233	386	21144	None
4757	3.73	0.47	Neural Network (Specific Model)	11	0.934	8925	230.25714285714287	308886	0.47	420	49	20884	None
480	96.97	63.49	Gradient Boost (General Model)	11	0.897	5840	332.9494017094017	6509744	0.47	5850	1246	68169	None
4830	57.68	6.2	Gradient Boost (General Model)	11	0.891	4143	280.94607607125664	1961888	0.64	2077	506	20558	None
4839	77.01	25.34	Neural Network (Specific Model)	11	0.891	3272	256.01433486238534	3001974	0.6	3488	915	15063	None
49	76.13	112.73	Neural Network (Specific Model)	11	0.9	35027	309.70521409845617	10607546	0.47	10299	980	190927	None
4904	100.0	63.65	Gradient Boost (General Model)	11	0.923	3233	272.38435277382644	6207088	0.43	7030	1852	22301	None
4912	58.12	0.21	Gradient Boost (General Model)	11	0.923	3396	274.1241685144124	401088	0.31	451	118	20240	None
5	97.74	104.84	Gradient Boost (General Model)	11	0.888	36199	300.76143283582087	8492696	0.57	8375	864	508687	None
500	16.16	1.04	Neural Network (Specific Model)	11	0.929	48130	232.6777251184834	472442	0.38	633	33	66267	None
5010	22.02	0.0	Neural Network (Specific Model)	11	0.913	9000	318.68855534709195	556922	0.46	533	80	19854	None
5065	91.21	16.34	Gradient Boost (General Model)	11	0.923	4638	314.7785046728972	1092350	0.34	1070	255	19642	None
5072	82.69	26.37	Gradient Boost (General Model)	11	0.896	3626	269.4352396972246	2142664	0.6	2378	599	19603	None
520	99.53	85.12	Neural Network (Specific Model)	11	0.894	13112	327.4136858475894	3529155	0.63	3215	397	65148	None
527	63.95	111.26	Neural Network (Specific Model)	11	0.872	5644	279.0607912512062	8945103	0.6	9327	1810	64709	None
53	100.0	105.82	Gradient Boost (General Model)	11	0.916	7359	303.21881244647443	13883755	0.45	14012	2362	177528	None
54284	18.04	0.59	Neural Network (Specific Model)	11	0.912	2703	310.7538802660754	460479	0.49	451	167	5318	None
5598	12.75	16.12	Neural Network (Specific Model)	11	0.911	4517	321.2415143603133	809088	0.53	766	198	17880	None
5750	13.52	2.77	Neural Network (Specific Model)	11	0.903	5692	223.1890694239291	500923	0.4	677	102	22429	None
5776	46.92	8.67	Gradient Boost (General Model)	11	0.909	3024	267.7624039133473	1262543	0.62	1431	406	17374	None
62	92.49	107.37	Neural Network (Specific Model)	11	0.899	35579	355.48074437839233	9170890	0.54	7738	769	168450	None
6261	24.84	0.05	Neural Network (Specific Model)	11	0.903	4000	262.831715210356	807708	0.64	927	210	16274	None
6949	4.18	0.0	Neural Network (Specific Model)	11	0.844	7420	397.8911917098446	272625	0.44	193	48	14878	None
697	95.21	27.57	Neural Network (Specific Model)	11	0.899	12304	310.7272979727853	3726002	0.43	3601	521	56501	None
704	5.43	0.22	Neural Network (Specific Model)	11	0.944	55791	230.77083333333334	385671	0.46	528	24	55959	None
734	97.57	66.46	Gradient Boost (General Model)	11	0.894	5995	274.54706175298804	3692387	0.48	4016	718	54639	None
7438	59.87	8.53	Neural Network (Specific Model)	11	0.89	3341	273.35873287671234	1074018	0.34	1168	326	10093	None
7510	50.2	1.79	Gradient Boost (General Model)	11	0.942	3605	295.76167778836987	986606	0.42	1049	279	13913	None
7566	15.45	0.38	Neural Network (Specific Model)	11	0.887	3733	274.10766423357666	506685	0.5	548	135	13847	None
7586	61.1	19.96	Neural Network (Specific Model)	11	0.936	3569	307.9619277108434	2042778	0.43	2075	576	13812	None
7802	61.87	26.32	Gradient Boost (General Model)	11	0.926	3668	282.6064489458454	2211363	0.45	2419	624	13492	None
